Code INSEE,Code Postal,Commune,Superficie,Code Département,Code Région
59416,59190,MORBECQUE,4455.0,59,31
22102,22330,LANGOURLA,2165.0,22,53
31225,31310,GOUTEVERNISSE,485.0,31,73
23025,23220,BONNAT,4554.0,23,74
38522,38740,VALJOUFFREY,12644.0,38,82
21249,21170,ESBARRES,1587.0,21,26
62893,62930,WIMEREUX,826.0,62,31
60331,60590,LABOSSE,1428.0,60,22
62625,62770,NOYELLES-LES-HUMIERES,116.0,62,31
34277,34520,SAINT-MAURICE-NAVACELLES,6894.0,34,91
45149,45320,FOUCHEROLLES,987.0,45,24
26176,26740,MARSANNE,3456.0,26,82
51130,51330,CHARMONT,2285.0,51,21
76592,76170,SAINT-JEAN-DE-FOLLEVILLE,1378.0,76,23
14556,14320,SAINT-ANDRE-SUR-ORNE,390.0,14,25
61411,61360,SAINT-JOUIN-DE-BLAVOU,1786.0,61,25
07060,07240,CHATEAUNEUF-DE-VERNOUX,610.0,07,82
10196,10130,LIGNIERES,2594.0,10,21
68062,68130,CARSPACH,1716.0,68,42
48076,48130,JAVOLS,3118.0,48,91
50345,50200,MONTHUCHON,783.0,50,25
03028,03120,BILLEZOIS,1566.0,03,83
31317,31430,MARIGNAC-LASCLARES,1024.0,31,73
42170,42120,PERREUX,4150.0,42,82
34045,34800,CABRIERES,2890.0,34,91
14437,14120,MONDEVILLE,908.0,14,25
56124,56140,MALESTROIT,589.0,56,53
29132,29670,LOCQUENOLE,93.0,29,53
85289,85120,LA TARDIERE,2039.0,85,52
51422,51390,PARGNY-LES-REIMS,363.0,51,21
46257,46300,SAINT-CIRQ-MADELON,753.0,46,73
41058,41370,CONCRIERS,490.0,41,24
02366,02510,HANNAPES,927.0,02,22
88378,88450,REGNEY,382.0,88,41
02378,02500,LA HERIE,424.0,02,22
65264,65700,LASCAZERES,919.0,65,73
02211,02190,CONDE-SUR-SUIPPE,590.0,02,22
37203,37210,ROCHECORBON,1687.0,37,24
10151,10280,FONTAINE-LES-GRES,1224.0,10,21
67427,67220,SAINT-MAURICE,159.0,67,42
25017,25330,AMONDANS,568.0,25,43
02641,02340,RENNEVAL,677.0,02,22
58045,58700,LA CELLE-SUR-NIEVRE,1309.0,58,26
67276,67130,LUTZELHOUSE,2855.0,67,42
80329,80560,FORCEVILLE,771.0,80,22
06031,06340,CANTARON,730.0,06,93
81024,81630,BEAUVAIS-SUR-TESCOU,1209.0,81,73
52526,52160,VILLARS-SANTENOGE,1973.0,52,21
07338,07240,VERNOUX-EN-VIVARAIS,3110.0,07,82
09169,09600,LIMBRASSAC,1245.0,09,73
27663,27110,LE TRONCQ,466.0,27,23
77128,77860,COUILLY-PONT-AUX-DAMES,475.0,77,11
66071,66310,ESTAGEL,2087.0,66,91
47215,47300,PUJOLS,2516.0,47,72
01026,01380,BAGE-LE-CHATEL,86.0,01,82
36046,36400,LA CHATRE,609.0,36,24
24028,24440,BEAUMONT-DU-PERIGORD,2427.0,24,72
09124,09130,LE FOSSAT,1458.0,09,73
68113,68970,GUEMAR,1811.0,68,42
64052,64350,ARRICAU-BORDES,809.0,64,72
19118,19470,LE LONZAC,3659.0,19,74
02160,02340,CHAOURSE,1849.0,02,22
89334,89110,SAINT-AUBIN-CHATEAU-NEUF,2499.0,89,26
11019,11140,AUNAT,1084.0,11,91
40162,40090,LUCBARDEZ-ET-BARGUES,2165.0,40,72
46208,46600,MONTVALENT,2753.0,46,73
60538,60490,RICQUEBOURG,504.0,60,22
68357,68510,WALTENHEIM,235.0,68,42
03282,03350,THENEUILLE,3969.0,03,83
85121,85370,LE LANGON,2376.0,85,52
60685,60134,VILLERS-SAINT-SEPULCRE,733.0,60,22
40240,40270,RENUNG,2239.0,40,72
41127,41210,LA MAROLLE-EN-SOLOGNE,2504.0,41,24
28166,28240,FRIAIZE,1063.0,28,24
57657,57170,SOTZELING,364.0,57,41
73273,73310,SAINT-PIERRE-DE-CURTILLE,1655.0,73,82
88015,88300,ATTIGNEVILLE,1464.0,88,41
48034,48500,LA CANOURGUE,10468.0,48,91
31340,31320,MERVILLA,275.0,31,73
59670,59272,DON,229.0,59,31
27403,27400,LE MESNIL-JOURDAIN,1045.0,27,23
74205,74490,ONNION,1886.0,74,82
55194,55250,FOUCAUCOURT-SUR-THABAS,989.0,55,41
52300,52130,MAGNEUX,585.0,52,21
08046,08220,BANOGNE-RECOUVRANCE,1916.0,08,21
02198,02880,CLAMECY,345.0,02,22
43004,43150,ALLEYRAC,1143.0,43,83
43072,43230,LA CHOMETTE,706.0,43,83
79306,79200,SAURAIS,1157.0,79,54
93008,93000,BOBIGNY,674.0,93,11
71371,71960,LA ROCHE-VINEUSE,1201.0,71,26
35299,35350,SAINT-MELOIR-DES-ONDES,2896.0,35,53
69192,69870,SAINT-CYR-LE-CHATOUX,622.0,69,82
63383,63610,SAINT-PIERRE-COLAMINE,1748.0,63,83
68246,68600,OBERSAASHEIM,1297.0,68,42
48086,48250,LUC,4597.0,48,91
10270,10220,ONJON,2247.0,10,21
78505,78910,PRUNAY-LE-TEMPLE,674.0,78,11
35289,35480,SAINT-MALO-DE-PHILY,1873.0,35,53
50278,50510,LE LOREUR,324.0,50,25
42311,42580,LA TOUR-EN-JAREZ,513.0,42,82
63181,63460,JOZERAND,1082.0,63,83
64236,64350,GAYON,400.0,64,72
29013,29690,BOTMEUR,1434.0,29,53
85093,85480,FOUGERE,2722.0,85,52
73220,73220,SAINT-ALBAN-DES-HURTIERES,1946.0,73,82
37119,37220,L'ILE-BOUCHARD,361.0,37,24
80500,80220,MAISNIERES,1275.0,80,22
47041,47130,BRUCH,1607.0,47,72
55224,55000,HAIRONVILLE,976.0,55,41
21126,21110,CESSEY-SUR-TILLE,1154.0,21,26
19134,19340,MERLINES,1409.0,19,74
11408,11250,VERZEILLE,547.0,11,91
35120,35850,GEVEZE,2771.0,35,53
41175,41100,PEZOU,1409.0,41,24
71120,71170,CHAUFFAILLES,2274.0,71,26
39427,39250,PLENISE,530.0,39,43
24215,24590,JAYAC,1818.0,24,72
59443,59670,OCHTEZEELE,564.0,59,31
79063,79290,CERSAY,3697.0,79,54
71159,71460,CULLES-LES-ROCHES,888.0,71,26
31299,31600,LHERM,2760.0,31,73
57134,57160,CHATEL-SAINT-GERMAIN,1286.0,57,41
35121,35140,GOSNE,1836.0,35,53
21363,21230,MAGNIEN,2440.0,21,26
01027,01360,BALAN,1794.0,01,82
57484,57600,MORSBACH,511.0,57,41
25258,25770,FRANOIS,729.0,25,43
02734,02600,TAILLEFONTAINE,1056.0,02,22
88172,88600,FIMENIL,519.0,88,41
16012,16130,ANGEAC-CHAMPAGNE,1434.0,16,54
02679,02810,SAINT-GENGOULPH,761.0,02,22
68040,68620,BITSCHWILLER-LES-THANN,1256.0,68,42
55509,55600,THONNE-LE-THIL,1134.0,55,41
51008,51290,AMBRIERES,1000.0,51,21
32465,32420,VILLEFRANCHE,1258.0,32,73
42339,42430,CHAUSSETERRE,1669.0,42,82
24109,24320,LA CHAPELLE-GRESIGNAC,696.0,24,72
76504,76460,PLEINE-SEVE,406.0,76,23
88147,88390,DOMMARTIN-AUX-BOIS,1581.0,88,41
24038,24320,BERTRIC-BUREE,1670.0,24,72
71221,71640,GIVRY,2618.0,71,26
21396,21510,MAUVILLY,1432.0,21,26
71326,71270,MOUTHIER-EN-BRESSE,3013.0,71,26
63392,63500,SAINT-REMY-DE-CHARGNAT,627.0,63,83
34236,34380,ROUET,2491.0,34,91
33276,33690,MASSEILLES,678.0,33,72
12027,12500,BESSUEJOULS,1131.0,12,73
52156,52300,CUREL,782.0,52,21
26069,26150,CHAMALOC,2204.0,26,82
08481,08350,VILLERS-SUR-BAR,539.0,08,21
60570,60149,SAINT-CREPIN-IBOUVILLERS,1443.0,60,22
76115,76210,BOLLEVILLE,981.0,76,23
35010,35120,BAGUER-PICAN,1611.0,35,53
41241,41300,SELLES-SAINT-DENIS,5117.0,41,24
03239,03130,SAINT-LEGER-SUR-VOUZANCE,1821.0,03,83
26259,26330,RATIERES,912.0,26,82
16145,16200,FOUSSIGNAC,1506.0,16,54
17174,17430,GENOUILLE,3461.0,17,54
09319,09100,UNZENT,795.0,09,73
19113,19160,LIGINIAC,2868.0,19,74
28233,28200,MARBOUE,2669.0,28,24
40157,40170,LIT-ET-MIXE,11063.0,40,72
62522,62990,LOISON-SUR-CREQUOISE,911.0,62,31
57003,57560,ABRESCHVILLER,4124.0,57,41
60660,60590,LE VAUMAIN,809.0,60,22
18063,18190,CHAVANNES,2400.0,18,24
12007,12260,AMBEYRAC,1110.0,12,73
08244,08130,LAMETZ,918.0,08,21
28025,28310,BARMAINVILLE,643.0,28,24
77204,77840,GERMIGNY-SOUS-COULOMBS,650.0,77,11
76517,76230,QUINCAMPOIX,2062.0,76,23
09022,09100,ARVIGNA,866.0,09,73
53223,53700,SAINT-GERMAIN-DE-COULAMER,1778.0,53,52
72249,72550,LA QUINTE,885.0,72,52
39178,39300,CRANS,910.0,39,43
30085,30210,COLLIAS,2113.0,30,91
86172,86430,MOUTERRE-SUR-BLOURDE,2029.0,86,54
68353,68130,WAHLBACH,623.0,68,42
38160,38780,EYZIN-PINET,2835.0,38,82
50476,50810,SAINT-GERMAIN-D'ELLE,905.0,50,25
36012,36270,BARAIZE,1648.0,36,24
38093,38980,CHATENAY,464.0,38,82
95241,95190,FONTENAY-EN-PARISIS,1096.0,95,11
50199,50530,GENETS,705.0,50,25
57761,57370,ZILLING,358.0,57,41
54474,54700,SAINTE-GENEVIEVE,734.0,54,41
55398,55190,PAGNY-SUR-MEUSE,1888.0,55,41
66220,66340,VALCEBOLLERE,2619.0,66,91
85284,85300,SOULLANS,4138.0,85,52
65047,65800,AUREILHAN,955.0,65,73
16016,16500,ANSAC-SUR-VIENNE,3086.0,16,54
94018,94220,CHARENTON-LE-PONT,183.0,94,11
54360,54200,MENIL-LA-TOUR,887.0,54,41
73149,73170,LUCEY,621.0,73,82
23036,23320,BUSSIERE-DUNOISE,4180.0,23,74
82077,82220,LABARTHE,2322.0,82,73
55364,55700,MOUZAY,3602.0,55,41
65111,65130,BULAN,336.0,65,73
33271,33690,MARIONS,1631.0,33,72
54233,54450,GONDREXON,248.0,54,41
52416,52140,RANGECOURT,695.0,52,21
31404,31110,OO,4191.0,31,73
39110,39230,LA CHARME,374.0,39,43
62597,62121,MOYENNEVILLE,650.0,62,31
67308,67470,MUNCHHAUSEN,585.0,67,42
14149,14270,CESNY-AUX-VIGNES,415.0,14,25
18073,18190,CORQUOY,2274.0,18,24
85033,85200,BOURNEAU,1633.0,85,52
29261,29190,SAINT-RIVOAL,1909.0,29,53
29086,29460,IRVILLAC,2966.0,29,53
31456,31230,RIOLAS,290.0,31,73
16169,16100,JAVREZAC,361.0,16,54
51060,51340,BIGNICOURT-SUR-SAULX,1105.0,51,21
2A284,20140,SOLLACARO,2409.0,2A,94
74050,74420,BURDIGNIN,979.0,74,82
26337,26270,SAULCE-SUR-RHONE,1890.0,26,82
69260,69390,VERNAISON,410.0,69,82
24316,24410,PARCOUL,1414.0,24,72
89415,89200,THORY,828.0,89,26
54529,54115,TRAMONT-EMY,397.0,54,41
86096,86140,DOUSSAY,2721.0,86,54
14087,14700,BONNOEIL,724.0,14,25
67059,67420,BOURG-BRUCHE,1497.0,67,42
31358,31380,MONTASTRUC-LA-CONSEILLERE,1569.0,31,73
45156,45120,GIROLLES,1381.0,45,24
15101,15300,LAVEISSIERE,3524.0,15,83
85198,85130,SAINT-AUBIN-DES-ORMEAUX,1266.0,85,52
15126,15500,MOLEDES,2250.0,15,83
01008,01500,AMBUTRIX,518.0,01,82
16144,16140,FOUQUEURE,1646.0,16,54
54270,54590,HUSSIGNY-GODBRANGE,1538.0,54,41
88529,88130,XARONVAL,530.0,88,41
57287,57970,BASSE-HAM,1002.0,57,41
82184,82800,VAISSAC,3768.0,82,73
24498,24470,SAINT-SAUD-LACOUSSIERE,5988.0,24,72
49230,49700,NOYANT-LA-PLAINE,497.0,49,52
08009,08210,AMBLIMONT,744.0,08,21
61448,61340,SAINT-PIERRE-LA-BRUYERE,638.0,61,25
62786,62240,SELLES,635.0,62,31
04171,04120,ROUGON,3611.0,04,93
86061,86250,CHARROUX,4463.0,86,54
76398,76490,LOUVETOT,761.0,76,23
64322,64220,LASSE,1475.0,64,72
12023,12550,LA BASTIDE-SOLAGES,701.0,12,73
21394,21140,MASSINGY-LES-SEMUR,842.0,21,26
67063,67220,BREITENBACH,1284.0,67,42
49138,49250,FONTAINE-GUERIN,2240.0,49,52
81278,81240,SAUVETERRE,1249.0,81,73
2A004,20000,AJACCIO,8314.0,2A,94
49243,49510,LA POITEVINIERE,2682.0,49,52
64423,64390,ORAAS,1062.0,64,72
86202,86260,LA PUYE,2370.0,86,54
59118,59137,BUSIGNY,1650.0,59,31
62836,62131,VAUDRICOURT,298.0,62,31
64082,64270,AUTERRIVE,309.0,64,72
23154,23140,PIONNAT,4254.0,23,74
09157,09600,LAROQUE-D'OLMES,1433.0,09,73
09041,09160,LA BASTIDE-DU-SALAT,673.0,09,73
11392,11220,TOURNISSAN,1201.0,11,91
56166,56240,PLOUAY,6710.0,56,53
31440,31360,PROUPIARY,496.0,31,73
05084,05230,MONTGARDIN,1490.0,05,93
61004,61410,ANTOIGNY,477.0,61,25
43214,43160,SAINT-PAL-DE-SENOUIRE,1823.0,43,83
49131,49260,EPIEDS,2739.0,49,52
82153,82150,SAINT-AMANS-DU-PECH,677.0,82,73
88129,88270,DERBAMONT,686.0,88,41
31187,31470,FONSORBES,1944.0,31,73
08041,08430,BAALONS,1463.0,08,21
14239,14710,ENGLESQUEVILLE-LA-PERCEE,791.0,14,25
48060,48130,FAU-DE-PEYRE,2677.0,48,91
32254,32300,MIRAMONT-D'ASTARAC,1494.0,32,73
54226,54112,GIBEAUMEIX,800.0,54,41
74056,74400,CHAMONIX-MONT-BLANC,24545.0,74,82
48050,48400,COCURES,342.0,48,91
10130,10700,DOSNON,2877.0,10,21
54408,54800,OLLEY,946.0,54,41
57547,57420,POMMERIEUX,436.0,57,41
59425,59218,NEUVILLE-EN-AVESNOIS,316.0,59,31
2B159,20287,MERIA,2070.0,2B,94
14477,14260,ONDEFONTAINE,1551.0,14,25
76163,76116,CATENAY,590.0,76,23
60501,60150,LE PLESSIS-BRION,749.0,60,22
64207,64870,ESCOU,625.0,64,72
42185,42340,RIVAS,469.0,42,82
91546,91410,SAINT-CYR-SOUS-DOURDAN,1007.0,91,11
44044,44290,CONQUEREUIL,3284.0,44,52
89349,89630,SAINT-LEGER-VAUBAN,3390.0,89,26
65228,65410,ILHET,804.0,65,73
25489,25330,REUGNEY,825.0,25,43
89429,89320,VAREILLES,1032.0,89,26
91629,91720,VALPUISEAUX,1871.0,91,11
03068,03120,CHATELUS,653.0,03,83
49162,49510,JALLAIS,5295.0,49,52
60124,60310,CANDOR,893.0,60,22
27343,27120,HOULBEC-COCHEREL,1173.0,27,23
14282,14240,FOULOGNES,663.0,14,25
74287,74470,VAILLY,1870.0,74,82
55541,55000,VAVINCOURT,1605.0,55,41
64484,64220,SAINT-JEAN-LE-VIEUX,1162.0,64,72
65237,65100,JUNCALAS,340.0,65,73
12034,12350,BRANDONNET,1193.0,12,73
33345,33580,LE PUY,853.0,33,72
80001,80100,ABBEVILLE,2643.0,80,22
10120,10210,CUSSANGY,2133.0,10,21
48183,48130,SAINT-SAUVEUR-DE-PEYRE,2774.0,48,91
02233,02130,CRAMAILLE,819.0,02,22
60399,60120,LE MESNIL-SAINT-FIRMIN,414.0,60,22
89211,89700,JUNAY,362.0,89,26
03310,03200,VICHY,586.0,03,83
60149,60710,CHEVRIERES,1265.0,60,22
31508,31110,SAINT-PAUL-D'OUEIL,740.0,31,73
01452,01510,VIRIEU-LE-GRAND,1264.0,01,82
62632,62920,OBLINGHEM,127.0,62,31
68191,68720,LUEMSCHWILLER,730.0,68,42
33392,33410,SAINTE-CROIX-DU-MONT,902.0,33,72
83113,83560,SAINT-JULIEN,7621.0,83,93
04138,04300,NIOZELLES,1062.0,04,93
11103,11190,COUIZA,694.0,11,91
09208,09160,MONTGAUCH,908.0,09,73
77363,77181,LE PIN,672.0,77,11
75110,75010,PARIS-10E-ARRONDISSEMENT,288.0,75,11
21185,21200,COMBERTAULT,393.0,21,26
86186,86220,OYRE,3317.0,86,54
68128,68560,HEIMERSDORF,760.0,68,42
12303,12310,VIMENET,2105.0,12,73
25164,25410,CORCONDRAY,536.0,25,43
92063,92500,RUEIL-MALMAISON,1453.0,92,11
62342,62134,FONTAINE-LES-BOULANS,564.0,62,31
91340,91090,LISSES,1045.0,91,11
62470,62770,INCOURT,186.0,62,31
72238,72600,PIZIEUX,448.0,72,52
44102,44140,MONTBERT,2904.0,44,52
60126,60310,CANNECTANCOURT,754.0,60,22
51006,51250,ALLIANCELLES,698.0,51,21
44144,44440,RIAILLE,5061.0,44,52
28197,28310,INTREVILLE,899.0,28,24
62792,62910,SERQUES,1052.0,62,31
43108,43500,JULLIANGES,1855.0,43,83
77308,77230,MONTGE-EN-GOELE,1149.0,77,11
80723,80540,SAISSEVAL,740.0,80,22
27606,27500,SAINT-SYMPHORIEN,384.0,27,23
38190,38118,HIERES-SUR-AMBY,866.0,38,82
63031,63570,BEAULIEU,864.0,63,83
33478,33660,SAINT-SEURIN-SUR-L'ISLE,890.0,33,72
22204,22260,PLOEZAL,2687.0,22,53
35217,35370,LE PERTRE,4355.0,35,53
2B202,20229,PARATA,281.0,2B,94
57561,57410,RAHLING,2131.0,57,41
24359,24500,SADILLAC,566.0,24,72
25255,25140,FOURNET-BLANCHEROCHE,1314.0,25,43
71504,71350,SAUNIERES,758.0,71,26
71286,71300,MARY,1454.0,71,26
62608,62124,NEUVILLE-BOURJONVAL,310.0,62,31
30136,30250,JUNAS,783.0,30,91
66043,66820,CASTEIL,2973.0,66,91
91182,91080,COURCOURONNES,453.0,91,11
87086,87130,LINARDS,3632.0,87,74
54178,54260,EPIEZ-SUR-CHIERS,520.0,54,41
12219,12130,SAINTE-EULALIE-D'OLT,1754.0,12,73
21605,21800,SENNECEY-LES-DIJON,350.0,21,26
69135,69860,MONSOLS,1985.0,69,82
59041,59138,BACHANT,950.0,59,31
41126,41110,MAREUIL-SUR-CHER,3185.0,41,24
32182,32130,LAHAS,1468.0,32,73
82087,82130,LAFRANCAISE,5032.0,82,73
35236,35600,REDON,1532.0,35,53
76737,76760,VIBEUF,866.0,76,23
59399,59270,MERRIS,1024.0,59,31
31270,31800,LANDORTHE,977.0,31,73
76185,76440,COMPAINVILLE,647.0,76,23
40180,40400,MEILHAN,3877.0,40,72
43019,43340,BARGES,711.0,43,83
38293,38730,PANISSAGE,482.0,38,82
32262,32600,MONBRUN,1085.0,32,73
17071,17160,LA BROUSSE,1872.0,17,54
49174,49430,LEZIGNE,926.0,49,52
59547,59188,SAINT-VAAST-EN-CAMBRESIS,445.0,59,31
09205,09350,MONTFA,876.0,09,73
51294,51140,HOURGES,432.0,51,21
02593,02200,PASLY,300.0,02,22
61497,61250,VALFRAMBERT,1430.0,61,25
81199,81340,PADIES,1488.0,81,73
68200,68210,MANSPACH,536.0,68,42
95680,95400,VILLIERS-LE-BEL,729.0,95,11
82066,82230,GENEBRIERES,1849.0,82,73
70148,70360,CHEMILLY,380.0,70,43
51219,51290,DROSNAY,1864.0,51,21
71307,71110,MONTCEAUX-L'ETOILE,977.0,71,26
28332,28500,SAINTE-GEMME-MORONVAL,548.0,28,24
24213,24140,JAURE,774.0,24,72
71193,71240,ETRIGNY,1927.0,71,26
70443,70140,LA GRANDE-RESIE,469.0,70,43
16401,16330,VERVANT,949.0,16,54
02384,02140,HOURY,350.0,02,22
37212,37800,SAINTE-CATHERINE-DE-FIERBOIS,1561.0,37,24
83121,83690,SALERNES,3959.0,83,93
38306,38580,PINSOT,4331.0,38,82
13039,13270,FOS-SUR-MER,8868.0,13,93
24270,24330,MILHAC-D'AUBEROCHE,1783.0,24,72
52463,52230,SAUDRON,914.0,52,21
13116,13670,VERQUIERES,461.0,13,93
40022,40320,BAHUS-SOUBIRAN,1458.0,40,72
59365,59720,LOUVROIL,597.0,59,31
87140,87200,SAINT-BRICE-SUR-VIENNE,2080.0,87,74
73301,73100,TREVIGNIN,683.0,73,82
31120,31530,LE CASTERA,1682.0,31,73
55456,55140,SAINT-GERMAIN-SUR-MEUSE,771.0,55,41
35034,35120,LA BOUSSAC,2191.0,35,53
70564,70300,VILLERS-LES-LUXEUIL,908.0,70,43
46207,46270,MONTREDON,1184.0,46,73
71100,71700,CHARDONNAY,638.0,71,26
16060,16370,BREVILLE,1567.0,16,54
02703,02110,SEBONCOURT,1178.0,02,22
27057,27180,BERNIENVILLE,783.0,27,23
21463,21390,NORMIER,511.0,21,26
11318,11700,ROQUECOURBE-MINERVOIS,366.0,11,91
28339,28190,SAINT-GERMAIN-LE-GAILLARD,827.0,28,24
60367,60240,LOCONVILLE,554.0,60,22
01029,01270,BEAUPONT,1404.0,01,82
02494,02120,MONCEAU-SUR-OISE,594.0,02,22
84010,84120,LA BASTIDONNE,588.0,84,93
01009,01300,ANDERT-ET-CONDON,696.0,01,82
09135,09220,GOULIER,1034.0,09,73
02765,02000,VAUCELLES-ET-BEFFECOURT,402.0,02,22
67542,67370,WINTZENHEIM-KOCHERSBERG,196.0,67,42
12136,12350,MALEVILLE,3570.0,12,73
57236,57590,FREMERY,442.0,57,41
50108,50220,CEAUX,852.0,50,25
62601,62550,NEDONCHEL,378.0,62,31
60587,60700,SAINT-MARTIN-LONGUEAU,359.0,60,22
63142,63980,ECHANDELYS,2365.0,63,83
26128,26400,EYGLUY-ESCOULIN,2645.0,26,82
24140,24520,COURS-DE-PILE,1103.0,24,72
78190,78290,CROISSY-SUR-SEINE,341.0,78,11
75116,75016,PARIS-16E-ARRONDISSEMENT,1641.0,75,11
46228,46130,PRUDHOMAT,1228.0,46,73
11207,11300,LOUPIA,466.0,11,91
21475,21250,PAGNY-LE-CHATEAU,2440.0,21,26
57471,57220,MOMERSTROFF,610.0,57,41
46097,46130,ESTAL,599.0,46,73
2B086,20238,CENTURI,865.0,2B,94
49115,49320,COUTURES,935.0,49,52
27072,27620,BOIS-JEROME-SAINT-OUEN,1042.0,27,23
39382,39160,NANTEY,661.0,39,43
86237,86400,SAINT-PIERRE-D'EXIDEUIL,1946.0,86,54
27225,27240,LES ESSARTS,1515.0,27,23
62339,62134,FLEURY,278.0,62,31
25003,25340,ABBENANS,1129.0,25,43
24127,24120,COLY,839.0,24,72
14223,14690,LE DETROIT,550.0,14,25
60048,60113/60190,BAUGY,724.0,60,22
55154,55320,DIEUE-SUR-MEUSE,1587.0,55,41
03044,03700,BRUGHEAS,2695.0,03,83
67386,67320,RAUWILLER,494.0,67,42
57055,57530,BAZONCOURT,1313.0,57,41
62807,62500,TATINGHEM,557.0,62,31
76281,76170,LA FRENAYE,1006.0,76,23
63184,63290,LACHAUX,2240.0,63,83
60670,60550,VERNEUIL-EN-HALATTE,2227.0,60,22
08484,08310,VILLE-SUR-RETOURNE,965.0,08,21
35251,35250,SAINT-AUBIN-D'AUBIGNE,2335.0,35,53
52321,52110,MERTRUD,1214.0,52,21
14171,14220,COMBRAY,455.0,14,25
27176,27150,COUDRAY,790.0,27,23
50475,50000,SAINT-GEORGES-MONTCOCQ,920.0,50,25
18234,18370,SAINT-SATURNIN,3967.0,18,24
02078,02300,BESME,271.0,02,22
60631,60520,THIERS-SUR-THEVE,620.0,60,22
50273,50250,LITHAIRE,1427.0,50,25
64172,64370,CASTEIDE-CANDAU,946.0,64,72
18015,18700,AUBIGNY-SUR-NERE,6168.0,18,24
61290,61210,MONTREUIL-AU-HOULME,783.0,61,25
44157,44270,SAINT-ETIENNE-DE-MER-MORTE,2746.0,44,52
02600,02350,PIERREPONT,1070.0,02,22
71010,71400,ANTULLY,3739.0,71,26
02427,02220,LHUYS,488.0,02,22
83139,83690,TOURTOUR,2882.0,83,93
79171,79100,MAUZE-THOUARSAIS,4971.0,79,54
60296,60650,HANNACHES,963.0,60,22
29057,29940,LA FORET-FOUESNANT,1873.0,29,53
59565,59269,SEPMERIES,597.0,59,31
52524,52320,VIGNORY,1969.0,52,21
77371,77515,POMMEUSE,1286.0,77,11
37032,37240,BOURNAN,1473.0,37,24
82191,82330,VERFEIL,1851.0,82,73
58256,58150,SAINT-MARTIN-SUR-NOHAIN,2421.0,58,26
73309,73330,VEREL-DE-MONTBEL,371.0,73,82
67099,67430,DOMFESSEL,621.0,67,42
16160,16300,GUIMPS,1269.0,16,54
60489,60440,PEROY-LES-GOMBRIES,1116.0,60,22
45293,45700,SAINT-MAURICE-SUR-FESSARD,1539.0,45,24
2A024,20116,AULLENE,4096.0,2A,94
09097,09420,CLERMONT,746.0,09,73
44135,44510,LE POULIGUEN,446.0,44,52
14452,14620,MORTEAUX-COULIBOEUF,1193.0,14,25
76551,76430,SAINNEVILLE,705.0,76,23
51246,51300,FAVRESSE,1033.0,51,21
57465,57940,METZERVISSE,899.0,57,41
01065,01310,BUELLAS,1024.0,01,82
60123,60480,CAMPREMY,1027.0,60,22
67247,67120,KOLBSHEIM,340.0,67,42
08217,08800,HAULME,366.0,08,21
16274,16110,RANCOGNE,1265.0,16,54
45309,45240,SENNELY,4987.0,45,24
41150,41250,MONT-PRES-CHAMBORD,2838.0,41,24
71058,71460,BRESSE-SUR-GROSNE,1006.0,71,26
54255,54830,HAUDONVILLE,754.0,54,41
80212,80800,CORBIE,1636.0,80,22
73074,73660,LA CHAPELLE,1219.0,73,82
55215,55130,GONDRECOURT-LE-CHATEAU,5142.0,55,41
78296,78440,GUITRANCOURT,739.0,78,11
17214,17600,LUCHAT,471.0,17,54
54392,54113,MOUTROT,732.0,54,41
21415,21510,MINOT,3616.0,21,26
32192,32400,LANNUX,1286.0,32,73
50169,50310,ECAUSSEVILLE,522.0,50,25
11111,11200,CRUSCADES,974.0,11,91
56215,56920,SAINT-GONNERY,1658.0,56,53
21583,21340,SANTOSSE,799.0,21,26
09094,09230,CERIZOLS,1449.0,09,73
76077,76560,BENESVILLE,547.0,76,23
47008,47160,AMBRUS,1232.0,47,72
18238,18360,SAINT-VITTE,1663.0,18,24
71243,71480,JOUDES,1132.0,71,26
34046,34330,CAMBON-ET-SALVERGUES,4997.0,34,91
14427,14690,LE MESNIL-VILLEMENT,363.0,14,25
13019,13480,CABRIES,3668.0,13,93
60662,60390,LE VAUROUX,988.0,60,22
80051,80490,BAILLEUL,1403.0,80,22
54371,54580,MOINEVILLE,831.0,54,41
02738,02700,TERGNIER,1829.0,02,22
71579,71390,VILLENEUVE-EN-MONTAGNE,1558.0,71,26
15218,15380,SAINT-VINCENT-DE-SALERS,1883.0,15,83
41190,41100,ROCE,1021.0,41,24
62827,62890,TOURNEHEM-SUR-LA-HEM,1839.0,62,31
06122,06640,SAINT-JEANNET,1461.0,06,93
31539,31580,SEDEILHAC,607.0,31,73
72304,72120,SAINTE-OSMANE,1196.0,72,52
72111,72240,CURES,1157.0,72,52
87059,87210,LE DORAT,2393.0,87,74
35234,35290,QUEDILLAC,2671.0,35,53
84004,84810,AUBIGNAN,1567.0,84,93
11138,11400,FENDEILLE,734.0,11,91
88358,88550,POUXEUX,1436.0,88,41
67223,67880,INNENHEIM,619.0,67,42
08291,08110,MOGUES,818.0,08,21
57330,57510,HOLVING,1080.0,57,41
51415,51240,OMEY,401.0,51,21
33027,33190,BARIE,529.0,33,72
64074,64330,AUBOUS,382.0,64,72
83106,83136,ROCBARON,2045.0,83,93
68202,68210,MERTZEN,201.0,68,42
90023,90330,CHAUX,941.0,90,43
09166,09300,LEYCHERT,588.0,09,73
47169,47310,MOIRAX,1640.0,47,72
64301,64150,LAGOR,2097.0,64,72
