Code INSEE,Code Postal,Commune,Superficie,Code Département,Code Région
78642,78480,VERNEUIL-SUR-SEINE,960.0,78,11
62743,62140,SAINTE-AUSTREBERTHE,371.0,62,31
88018,88640,AUMONTZEY,341.0,88,41
14406,14740,MARTRAGNY,378.0,14,25
27140,27120,CHAMBRAY,847.0,27,23
24533,24410,SERVANCHES,2061.0,24,72
88119,88140,CRAINVILLIERS,1041.0,88,41
85231,85440,SAINT-HILAIRE-LA-FORET,1093.0,85,52
31343,31230,MIRAMBEAU,403.0,31,73
88245,88210,HURBACHE,997.0,88,41
62176,62170,BREXENT-ENOCQ,731.0,62,31
64194,64160,COSLEDAA-LUBE-BOAST,1392.0,64,72
11255,11100,MONTREDON-DES-CORBIERES,1736.0,11,91
68044,68650,LE BONHOMME,2197.0,68,42
39122,39130,CHATILLON,1678.0,39,43
31382,31370,MONTGRAS,398.0,31,73
12091,12350,DRULHE,1794.0,12,73
65130,65700,CASTELNAU-RIVIERE-BASSE,1848.0,65,73
77200,77890,GARENTREVILLE,645.0,77,11
12197,12170,REQUISTA,5944.0,12,73
82114,82170,MONBEQUI,692.0,82,73
62491,62840,LAVENTIE,1843.0,62,31
83048,83420,LA CROIX-VALMER,2275.0,83,93
09317,09800,UCHENTEIN,404.0,09,73
62695,62270,REBREUVIETTE,864.0,62,31
73152,73470,MARCIEUX,444.0,73,82
54484,54540,SAINTE-POLE,576.0,54,41
71447,71640,SAINT-MARD-DE-VAUX,669.0,71,26
77193,77165,FORFRY,584.0,77,11
31501,31590,SAINT-MARCEL-PAULEL,714.0,31,73
89247,89430,MELISEY,2229.0,89,26
2A326,20117,TOLLA,2543.0,2A,94
55325,55400,MAUCOURT-SUR-ORNE,642.0,55,41
63139,63220,DORE-L'EGLISE,2735.0,63,83
89266,89660,MONTILLOT,2259.0,89,26
25348,25370,LONGEVILLES-MONT-D'OR,1314.0,25,43
35038,35370,BREAL-SOUS-VITRE,578.0,35,53
04229,04200,VALBELLE,3305.0,04,93
53002,53240,ALEXAIN,1642.0,53,52
24062,24320,BOUTEILLES-SAINT-SEBASTIEN,1405.0,24,72
53017,53340,BALLEE,1425.0,53,52
47133,47310,LAMONTJOIE,1789.0,47,72
01266,01340,MONTREVEL-EN-BRESSE,1004.0,01,82
30200,30170,POMPIGNAN,4132.0,30,91
63307,63540,ROMAGNAT,1693.0,63,83
59481,59530,LE QUESNOY,1422.0,59,31
33218,33230,LAGORCE,2835.0,33,72
52003,52700,AILLIANVILLE,2378.0,52,21
68267,68950,REININGUE,1850.0,68,42
80719,80290,SAINTE-SEGREE,232.0,80,22
03154,03130,LUNEAU,2731.0,03,83
80494,80250,LOUVRECHY,589.0,80,22
50443,50170,SACEY,1533.0,50,25
35262,35134,SAINTE-COLOMBE,776.0,35,53
24102,24650,CHANCELADE,1693.0,24,72
91689,91320,WISSOUS,911.0,91,11
89044,89200,BLANNAY,735.0,89,26
25405,25160,MONTPERREUX,1162.0,25,43
09226,09310,PECH,479.0,09,73
61245,61110,MAISON-MAUGIS,566.0,61,25
62335,62770,FILLIEVRES,2060.0,62,31
26311,26190,SAINT-LAURENT-EN-ROYANS,2757.0,26,82
02818,02310,VILLIERS-SAINT-DENIS,762.0,02,22
73143,73480,LANSLEBOURG-MONT-CENIS,10086.0,73,82
70327,70140,MALANS,676.0,70,43
37116,37110,LES HERMITES,3268.0,37,24
43249,43210,VALPRIVAS,2237.0,43,83
46321,46700,TOUZAC,412.0,46,73
17006,17500,ALLAS-CHAMPAGNE,769.0,17,54
88236,88240,LA HAYE,738.0,88,41
48180,48500,SAINT-ROME-DE-DOLAN,3279.0,48,91
02013,02190,AMIFONTAINE,2811.0,02,22
09321,09400,USSAT,433.0,09,73
48156,48340,SAINT-GERMAIN-DU-TEIL,2269.0,48,91
35112,35133,FLEURIGNE,1808.0,35,53
40078,40250,CAUPENNE,1518.0,40,72
54492,54200,SANZEY,353.0,54,41
97116,97111,MORNE-A-L'EAU,6842.0,97,01
82061,82140,FENEYROLS,1481.0,82,73
61400,61500,SAINT-GERVAIS-DU-PERRON,1137.0,61,25
12118,12600,LACROIX-BARREZ,2787.0,12,73
31526,31880,LA SALVETAT-SAINT-GILLES,575.0,31,73
67329,67210,NIEDERNAI,1117.0,67,42
10294,10110,POLIGNY,148.0,10,21
22087,22110,KERGRIST-MOELOU,4716.0,22,53
72042,72440,BOULOIRE,2700.0,72,52
28121,28140,DAMBRON,1189.0,28,24
34211,34600,LE POUJOL-SUR-ORB,470.0,34,91
71212,71420,GENELARD,2226.0,71,26
25506,25640,ROUGEMONTOT,420.0,25,43
97217,97290,LE MARIN,3209.0,97,02
76433,76570,MESNIL-PANNEVILLE,1195.0,76,23
12092,12170,DURENQUE,3332.0,12,73
50256,50540,ISIGNY-LE-BUAT,7370.0,50,25
54069,54560,BEUVILLERS,594.0,54,41
95313,95290,L'ISLE-ADAM,1574.0,95,11
35231,35320,POLIGNE,952.0,35,53
2B084,20225,CATERI,323.0,2B,94
64174,64460,CASTERA-LOUBIX,342.0,64,72
57230,57220,FOULIGNY,602.0,57,41
15211,15150,SAINT-SANTIN-CANTALES,3438.0,15,83
79302,79400,SAIVRES,2124.0,79,54
88326,88100,NEUVILLERS-SUR-FAVE,501.0,88,41
51120,51480,CHAMPLAT-ET-BOUJACOURT,634.0,51,21
60491,60350,PIERREFONDS,2239.0,60,22
25552,25250,SOURANS,417.0,25,43
03104,03170,DOYET,2770.0,03,83
64237,64110,GELOS,1108.0,64,72
61452,61350,SAINT-ROCH-SUR-EGRENNE,1231.0,61,25
64343,64420,LIMENDOUS,762.0,64,72
02111,02320,BRANCOURT-EN-LAONNOIS,668.0,02,22
39510,39310,SEPTMONCEL,1946.0,39,43
25274,25310,GLAY,662.0,25,43
31286,31220,LAVELANET-DE-COMMINGES,1381.0,31,73
66025,66760,BOURG-MADAME,771.0,66,91
57001,57920,ABONCOURT,593.0,57,41
25262,25390,FUANS,1106.0,25,43
17263,17150,NIEUL-LE-VIROUIL,2259.0,17,54
34338,34800,VILLENEUVETTE,312.0,34,91
72031,72160,BEILLE,860.0,72,52
85099,85150,LE GIROUARD,2550.0,85,52
08284,08500,LES MAZURES,3643.0,08,21
07327,07110,UZER,350.0,07,82
62044,62170,ATTIN,661.0,62,31
08354,08450,RAUCOURT-ET-FLABA,2180.0,08,21
57747,57635,WINTERSBOURG,400.0,57,41
95574,95390,SAINT-PRIX,795.0,95,11
32219,32290,LUPIAC,3457.0,32,73
78367,78750,MAREIL-MARLY,177.0,78,11
38446,73670,SAINT-PIERRE-D'ENTREMONT,3239.0,38,82
28306,28800,PRE-SAINT-MARTIN,731.0,28,24
43090,43170,ESPLANTAS,1038.0,43,83
18048,18150,LA CHAPELLE-HUGON,1643.0,18,24
24273,24480,MOLIERES,2109.0,24,72
29073,29620,GUIMAEC,1905.0,29,53
18268,18190,UZAY-LE-VENON,3535.0,18,24
75106,75006,PARIS-6E-ARRONDISSEMENT,215.0,75,11
74027,74230,LA BALME-DE-THUY,1780.0,74,82
78557,78125,SAINT-HILARION,1427.0,78,11
84015,84340,BEAUMONT-DU-VENTOUX,2823.0,84,93
24054,24560,BOUNIAGUES,870.0,24,72
31324,31220,MARTRES-TOLOSANE,2356.0,31,73
19181,19390,SAINT-AUGUSTIN,3023.0,19,74
16312,16170,SAINT-CYBARDEAUX,2091.0,16,54
22035,22630,LES CHAMPS-GERAUX,1973.0,22,53
28287,28140,ORGERES-EN-BEAUCE,1537.0,28,24
25288,25390,FOURNETS-LUISANS,2772.0,25,43
64220,64400,ESTOS,319.0,64,72
10439,10110,VIVIERS-SUR-ARTAUT,616.0,10,21
29100,29260,LANARVILY,586.0,29,53
87110,87520,ORADOUR-SUR-GLANE,3833.0,87,74
65342,65350,OSMETS,497.0,65,73
83116,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,6468.0,83,93
10109,10260,COURTENOT,837.0,10,21
2A247,20137,PORTO-VECCHIO,16947.0,2A,94
66147,66760,PORTE-PUYMORENS,4987.0,66,91
56116,56740,LOCMARIAQUER,1108.0,56,53
71312,71620,MONTCOY,908.0,71,26
47127,47320,LAFITTE-SUR-LOT,1610.0,47,72
71414,71400,SAINT-FORGEOT,1593.0,71,26
43238,43510,SENEUJOLS,1223.0,43,83
62400,62940,HAILLICOURT,451.0,62,31
32066,32500,BRUGNENS,1351.0,32,73
71361,71800,PRIZY,428.0,71,26
67409,67480,ROPPENHEIM,701.0,67,42
68374,68920,WINTZENHEIM,1896.0,68,42
19142,19110,MONESTIER-PORT-DIEU,1872.0,19,74
57631,57200,SARREGUEMINES,2996.0,57,41
31305,31580,LOUDET,518.0,31,73
46233,46320,QUISSAC,2496.0,46,73
59049,59266,BANTOUZELLE,772.0,59,31
39426,39800,PLASNE,770.0,39,43
36240,36160,VIJON,2121.0,36,24
79269,79160,SAINT-MAIXENT-DE-BEUGNE,1105.0,79,54
27601,27680,SAINT-SAMSON-DE-LA-ROQUE,1795.0,27,23
24048,24230,BONNEVILLE-ET-SAINT-AVIT-DE-FUMADIERES,705.0,24,72
57518,57930,OBERSTINZEL,512.0,57,41
69234,69490,SAINT-ROMAIN-DE-POPEY,1708.0,69,82
53099,53260,FORCE,501.0,53,52
32140,32220,GAUJAC,510.0,32,73
08350,08400,QUATRE-CHAMPS,1154.0,08,21
76180,76450,CLEUVILLE,413.0,76,23
62201,62176,CAMIERS,1616.0,62,31
33104,33480,CASTELNAU-DE-MEDOC,2388.0,33,72
01417,01110,THEZILLIEU,2631.0,01,82
62073,62580,BAILLEUL-SIR-BERTHOULT,936.0,62,31
66144,66450,POLLESTRES,833.0,66,91
50043,50520,BELLEFONTAINE,681.0,50,25
15075,15310,GIRGOLS,1279.0,15,83
36042,36800,CHASSENEUIL,2994.0,36,24
39293,39170,LESCHERES,820.0,39,43
93047,93370,MONTFERMEIL,541.0,93,11
03144,03130,LIERNOLLES,3735.0,03,83
25247,25340,FONTENELLE-MONTBY,670.0,25,43
38426,38530,SAINT-MAXIMIN,1031.0,38,82
79015,79170,ASNIERES-EN-POITOU,1913.0,79,54
31159,31210,LE CUING,1303.0,31,73
11015,11190,ARQUES,1901.0,11,91
41239,41110,SEIGY,811.0,41,24
90105,90100,VILLARS-LE-SEC,297.0,90,43
61079,61260,CETON,5985.0,61,25
14248,14220,ESPINS,461.0,14,25
33225,33720,LANDIRAS,5994.0,33,72
54086,54200,BOUCQ,2273.0,54,41
70199,70000,DAMPVALLEY-LES-COLOMBE,625.0,70,43
36151,36210,PARPECAY,1452.0,36,24
48138,48100,SAINT-BONNET-DE-CHIRAC,757.0,48,91
86211,86700,ROMAGNE,4115.0,86,54
44215,44120,VERTOU,3818.0,44,52
02799,02210,VIERZY,1272.0,02,22
11073,11190,CASSAIGNES,389.0,11,91
59004,59310,AIX,651.0,59,31
45339,45270,VILLEMOUTIERS,1611.0,45,24
58258,58160,SAINT-OUEN-SUR-LOIRE,2396.0,58,26
22019,22170,BRINGOLO,940.0,22,53
71156,71260,CRUZILLE,1105.0,71,26
83124,83440,SEILLANS,8896.0,83,93
71554,71110,VARENNE-L'ARCONCE,833.0,71,26
80292,80190,ETALON,451.0,80,22
50097,50580,CANVILLE-LA-ROCQUE,545.0,50,25
77301,77151,MONTCEAUX-LES-PROVINS,1541.0,77,11
14518,14290,PREAUX-SAINT-SEBASTIEN,377.0,14,25
38451,38460,SAINT-ROMAIN-DE-JALIONAS,1367.0,38,82
25112,25220,CHALEZEULE,394.0,25,43
30171,30410,MOLIERES-SUR-CEZE,866.0,30,91
04033,04340,LA BREOLE,4282.0,04,93
31518,31470,SAINT-THOMAS,1416.0,31,73
10140,10130,ERVY-LE-CHATEL,2155.0,10,21
34093,34650,DIO-ET-VALQUIERES,1865.0,34,91
51517,51600,SAINT-SOUPLET-SUR-PY,2131.0,51,21
17347,17400,SAINT-JEAN-D'ANGELY,1893.0,17,54
60648,60120,TROUSSENCOURT,533.0,60,22
73187,73260,LA LECHERE,9732.0,73,82
57275,57380,GUESSLING-HEMERING,1010.0,57,41
88083,88300,CERTILLEUX,593.0,88,41
81264,81340,SAINT-MICHEL-LABADIE,979.0,81,73
01045,01330,BIRIEUX,1576.0,01,82
02753,02120,TUPIGNY,1302.0,02,22
34249,34160,SAINT-DREZERY,1047.0,34,91
52512,52300,VECQUEVILLE,527.0,52,21
03287,03240,TREBAN,2577.0,03,83
71408,71740,SAINT-EDMOND,1027.0,71,26
51651,51130,VOIPREUX,427.0,51,21
57648,57530,SERVIGNY-LES-RAVILLE,1419.0,57,41
41011,41290,BAIGNEAUX,659.0,41,24
70352,70310,LA MONTAGNE,1248.0,70,43
50119,50620,LES CHAMPS-DE-LOSQUE,932.0,50,25
87146,87380,SAINT-GERMAIN-LES-BELLES,3766.0,87,74
24144,24350,CREYSSAC,462.0,24,72
02221,02310,COUPRU,783.0,02,22
50457,50390,SAINTE-COLOMBE,509.0,50,25
42206,42330,SAINT-BONNET-LES-OULES,1241.0,42,82
58040,58110,BRINAY,1612.0,58,26
03145,03410,LIGNEROLLES,1179.0,03,83
15219,15140,SALERS,471.0,15,83
38172,38080,FOUR,1190.0,38,82
25317,25170,JALLERANGE,554.0,25,43
79226,79130,LE RETAIL,1428.0,79,54
60121,60640,CAMPAGNE,460.0,60,22
49209,49430,MONTIGNE-LES-RAIRIES,915.0,49,52
33530,33710,TEUILLAC,746.0,33,72
60375,60600,MAIMBEVILLE,590.0,60,22
71568,71440,VERISSEY,836.0,71,26
02089,02200,BILLY-SUR-AISNE,750.0,02,22
02254,02600,CUTRY,476.0,02,22
51261,51110,FRESNE-LES-REIMS,1254.0,51,21
21558,21200,SAINTE-MARIE-LA-BLANCHE,687.0,21,26
59375,59870,MARCHIENNES,2155.0,59,31
48171,48110,SAINT-MARTIN-DE-LANSUSCLE,1816.0,48,91
59357,59570,LA LONGUEVILLE,1767.0,59,31
50251,50700,HUBERVILLE,563.0,50,25
52461,52140,SARREY,1421.0,52,21
17386,17270,SAINT-PIERRE-DU-PALAIS,1298.0,17,54
11157,11360,FRAISSE-DES-CORBIERES,1908.0,11,91
62513,62270,LIGNY-SUR-CANCHE,720.0,62,31
59647,59143,WATTEN,778.0,59,31
01103,01170,CHEVRY,579.0,01,82
57056,57830,BEBING,973.0,57,41
48027,48190,LE BLEYMARD,1654.0,48,91
88525,88500,VROVILLE,681.0,88,41
83087,83860,NANS-LES-PINS,4895.0,83,93
60319,60390,LA HOUSSOYE,658.0,60,22
64491,64370,SAINT-MEDARD,1147.0,64,72
54597,54740,XIROCOURT,1153.0,54,41
59234,59128,FLERS-EN-ESCREBIEUX,704.0,59,31
59516,59285,RUBROUCK,1502.0,59,31
55087,55290,BURE,1842.0,55,41
50413,50220,PRECEY,788.0,50,25
33087,33190,CAMIRAN,575.0,33,72
21034,21570,AUTRICOURT,2662.0,21,26
11363,11220,SAINT-PIERRE-DES-CHAMPS,1668.0,11,91
42166,42120,PARIGNY,916.0,42,82
50072,50200,BRAINVILLE,321.0,50,25
49142,49540,LA FOSSE-DE-TIGNE,556.0,49,52
23165,23460,ROYERE-DE-VASSIVIERE,8057.0,23,74
40260,40380,SAINT-GEOURS-D'AURIBAT,564.0,40,72
85042,85450,CHAILLE-LES-MARAIS,4010.0,85,52
81201,81190,PAMPELONNE,3556.0,81,73
59067,59380,BERGUES,137.0,59,31
84023,84480,BUOUX,1760.0,84,93
57189,57340,EINCHEVILLE,680.0,57,41
65097,65330,BONREPOS,902.0,65,73
48125,48500,LE RECOUX,2386.0,48,91
74151,74150,LORNAY,963.0,74,82
38449,38070,SAINT-QUENTIN-FALLAVIER,2357.0,38,82
76308,76590,GONNEVILLE-SUR-SCIE,867.0,76,23
47301,47350,SEYCHES,2494.0,47,72
73228,73160,SAINT-CASSIN,1510.0,73,82
19146,19460,NAVES,3639.0,19,74
26093,26130,CLANSAYES,1470.0,26,82
85152,85150,LA MOTHE-ACHARD,861.0,85,52
38121,38260,COMMELLE,1410.0,38,82
71465,71460,SAINT-MICAUD,2101.0,71,26
18204,18130,SAINT-DENIS-DE-PALIN,3086.0,18,24
07290,07270,SAINT-PRIX,1516.0,07,82
15232,15100,TANAVELLE,1352.0,15,83
63268,63500,PARDINES,518.0,63,83
54072,54380,BEZAUMONT,427.0,54,41
50218,50400,GRANVILLE,994.0,50,25
42002,42130,AILLEUX,933.0,42,82
05157,05350,SAINT-VERAN,4474.0,05,93
37081,37340,CLERE-LES-PINS,3573.0,37,24
21215,21310,CUISEREY,633.0,21,26
27600,27270,SAINT-QUENTIN-DES-ISLES,404.0,27,23
21360,21360,LUSIGNY-SUR-OUCHE,985.0,21,26
38109,38460,CHOZEAU,826.0,38,82
60409,60290,MONCHY-SAINT-ELOI,389.0,60,22
14388,14500,MAISONCELLES-LA-JOURDAN,1393.0,14,25
24341,24200,PROISSANS,1819.0,24,72
41130,41500,MAVES,3321.0,41,24
52136,52400,COIFFY-LE-HAUT,963.0,52,21
48105,48300,NAUSSAC,1379.0,48,91
24197,24130,GINESTET,1292.0,24,72
25304,25310,HERIMONCOURT,727.0,25,43
34328,34230,VENDEMIAN,1689.0,34,91
35142,35133,LANDEAN,2830.0,35,53
57057,57580,BECHY,960.0,57,41
64239,64160,GERDEREST,663.0,64,72
02032,02590,AUBIGNY-AUX-KAISNES,370.0,02,22
58250,58300,SAINT-LEGER-DES-VIGNES,913.0,58,26
76650,76110,SAINT-SAUVEUR-D'EMALLEVILLE,754.0,76,23
67049,67113,BLAESHEIM,1017.0,67,42
2B224,20233,PIETRACORBARA,2625.0,2B,94
25575,25220,VAIRE-ARCIER,1271.0,25,43
51577,51170,TRAMERY,360.0,51,21
03022,03330,BELLENAVES,3478.0,03,83
47157,47200,MARMANDE,4491.0,47,72
69246,69620,THEIZE,1188.0,69,82
60134,60290,CAUFFRY,471.0,60,22
84070,84570,MALEMORT-DU-COMTAT,1198.0,84,93
32151,32400,GOUX,548.0,32,73
31375,31310,MONTESQUIEU-VOLVESTRE,6004.0,31,73
85038,85260,LES BROUZILS,4167.0,85,52
70070,70500,BETONCOURT-SUR-MANCE,372.0,70,43
80294,80200,ETERPIGNY,401.0,80,22
45257,45290,PRESSIGNY-LES-PINS,1183.0,45,24
02375,02810,HAUTEVESNES,726.0,02,22
17406,17600,SAINT-SORNIN,1357.0,17,54
73043,73410,LA BIOLLE,1299.0,73,82
02475,02190,MENNEVILLE,724.0,02,22
80696,80680,SAINS-EN-AMIENOIS,992.0,80,22
83084,83670,MONTMEYAN,3953.0,83,93
45004,45200,AMILLY,4030.0,45,24
79318,79310,SOUTIERS,550.0,79,54
84031,84200,CARPENTRAS,3783.0,84,93
60305,60350,HAUTEFONTAINE,552.0,60,22
45289,45170,SAINT-LYE-LA-FORET,2728.0,45,24
56198,56580,ROHAN,2343.0,56,53
89259,89310,MOLAY,1204.0,89,26
69214,69550,SAINT-JEAN-LA-BUSSIERE,1565.0,69,82
21542,21700,SAINT-BERNARD,367.0,21,26
84105,84400,SAIGNON,1978.0,84,93
59554,59230,SARS-ET-ROSIERES,261.0,59,31
16391,16700,TUZIE,246.0,16,54
44103,44550,MONTOIR-DE-BRETAGNE,2967.0,44,52
16072,16250,CHADURIE,1647.0,16,54
51547,51600,SOMME-TOURBE,1926.0,51,21
24407,24510,SAINTE-FOY-DE-LONGAS,1620.0,24,72
89132,89390,CRY,1116.0,89,26
09262,09300,SAINT-JEAN-D'AIGUES-VIVES,447.0,09,73
68099,68720,FROENINGEN,447.0,68,42
17413,17220,SAINT-VIVIEN,826.0,17,54
28322,28270,RUEIL-LA-GADELIERE,1894.0,28,24
86288,86260,VICQ-SUR-GARTEMPE,3335.0,86,54
71109,71150,CHASSEY-LE-CAMP,858.0,71,26
58300,58130,URZY,2384.0,58,26
27040,27170,BARQUET,1390.0,27,23
49184,49500,LOUVAINES,1513.0,49,52
06158,06710,VILLARS-SUR-VAR,2541.0,06,93
74184,74270,MINZIER,874.0,74,82
25387,25190,MONTANDON,1274.0,25,43
37159,37260,MONTS,2779.0,37,24
38286,38520,OULLES,1447.0,38,82
2A141,20160,LETIA,3673.0,2A,94
02652,02140,ROGNY,566.0,02,22
40036,40230,BENESSE-MAREMNE,1875.0,40,72
38563,38500,VOIRON,2199.0,38,82
08121,08260,CHILLY,590.0,08,21
59528,59188,SAINT-AUBERT,811.0,59,31
02280,02400,EPIEDS,1909.0,02,22
05021,05700,LE BERSAC,801.0,05,93
31052,31870,BEAUMONT-SUR-LEZE,2642.0,31,73
91692,91940,LES ULIS,543.0,91,11
49046,49260,BREZE,2006.0,49,52
31513,31580,SAINT-PLANCARD,1603.0,31,73
38135,38510,COURTENAY,3203.0,38,82
50158,50670,CUVES,970.0,50,25
62590,62130,MONTS-EN-TERNOIS,341.0,62,31
63434,63590,TOURS-SUR-MEYMONT,1807.0,63,83
57235,57320,FREISTROFF,1473.0,57,41
66114,66200,MONTESCOT,611.0,66,91
23078,23400,FAUX-MAZURAS,1986.0,23,74
72136,72350,FONTENAY-SUR-VEGRE,1142.0,72,52
41184,41310,PRUNAY-CASSEREAU,3269.0,41,24
16173,16230,JUILLE,869.0,16,54
73237,73220,SAINT-GEORGES-DES-HURTIERES,1185.0,73,82
38357,38490,SAINT-ANDRE-LE-GAZ,898.0,38,82
80578,80870,MOYENNEVILLE,1414.0,80,22
33229,33138,LANTON,13772.0,33,72
11122,11700,DOUZENS,1472.0,11,91
65217,65150,HAUTAGET,136.0,65,73
71456,71620,SAINT-MARTIN-EN-BRESSE,3493.0,71,26
97314,97380,OUANARY,103894.0,97,03
18106,18600,GROSSOUVRE,1585.0,18,24
70132,70100,CHARGEY-LES-GRAY,1659.0,70,43
17072,17770,BURIE,926.0,17,54
33055,33340,BLAIGNAN,684.0,33,72
09093,09000,CELLES,1038.0,09,73
41267,41400,VALLIERES-LES-GRANDES,4077.0,41,24
07142,07660,LESPERON,2545.0,07,82
31094,31660,BUZET-SUR-TARN,3044.0,31,73
01427,01600,TREVOUX,564.0,01,82
34333,34110,VIC-LA-GARDIOLE,3066.0,34,91
79331,79100,TOURTENAY,790.0,79,54
11167,11240,GRAMAZIE,198.0,11,91
25544,25430,SERVIN,1016.0,25,43
71267,71260,LUGNY,1393.0,71,26
27582,27670,SAINT-OUEN-DU-TILLEUL,402.0,27,23
14251,14220,ESSON,889.0,14,25
77182,77320,LA FERTE-GAUCHER,1739.0,77,11
89265,89230,MONTIGNY-LA-RESLE,1609.0,89,26
62908,62360,LA CAPELLE-LES-BOULOGNE,659.0,62,31
64087,64300,BAIGTS-DE-BEARN,1345.0,64,72
88291,88410,MARTINVELLE,2495.0,88,41
80004,80210,ACHEUX-EN-VIMEU,1232.0,80,22
11274,11300,PAULIGNE,635.0,11,91
64493,64120,SAINT-PALAIS,757.0,64,72
81055,81540,LES CAMMAZES,778.0,81,73
33326,33820,PLEINE-SELVE,427.0,33,72
64176,64190,CASTETBON,1410.0,64,72
14712,14670,TROARN,1144.0,14,25
36234,36400,VERNEUIL-SUR-IGNERAIE,995.0,36,24
12129,12430,LESTRADE-ET-THOUELS,4215.0,12,73
76634,76113,SAINT-PIERRE-DE-MANNEVILLE,1026.0,76,23
67269,67490,LITTENHEIM,419.0,67,42
67516,67670,WALTENHEIM-SUR-ZORN,496.0,67,42
71433,71800,SAINT-JULIEN-DE-CIVRY,2108.0,71,26
82004,82120,ASQUES,1059.0,82,73
62750,62120,SAINT-HILAIRE-COTTES,735.0,62,31
64247,64130,GOTEIN-LIBARRENX,1198.0,64,72
52482,52150,SOULAUCOURT-SUR-MOUZON,929.0,52,21
16362,16190,SALLES-LAVALETTE,2042.0,16,54
21222,21230,CUSSY-LE-CHATEL,731.0,21,26
69286,69140,RILLIEUX-LA-PAPE,1455.0,69,82
68001,68600,ALGOLSHEIM,723.0,68,42
80751,80110,THENNES,814.0,80,22
91037,91830,AUVERNAUX,649.0,91,11
69089,69340,FRANCHEVILLE,823.0,69,82
16105,16360,CONDEON,3118.0,16,54
85117,85400,LAIROUX,1331.0,85,52
55216,55230,GOURAINCOURT,549.0,55,41
41188,41290,RHODON,717.0,41,24
89377,89420,SAUVIGNY-LE-BEUREAL,478.0,89,26
76756,76690,YQUEBEUF,649.0,76,23
28150,28220,LA FERTE-VILLENEUIL,842.0,28,24
80481,80320,LIHONS,1224.0,80,22
02033,02820,AUBIGNY-EN-LAONNOIS,439.0,02,22
27024,27240,LE RONCENAY-AUTHENAY,880.0,27,23
61387,61350,SAINT-FRAIMBAULT,2894.0,61,25
80828,80140,WOIREL,187.0,80,22
45116,45190,CRAVANT,3386.0,45,24
34291,34390,SAINT-VINCENT-D'OLARGUES,1592.0,34,91
24070,24360,BUSSEROLLES,3352.0,24,72
37182,37230,PERNAY,1780.0,37,24
09120,09230,FABAS,2329.0,09,73
57432,57530,MAIZERY,316.0,57,41
95652,95270,VIARMES,826.0,95,11
14209,14400,CROUAY,785.0,14,25
76534,76133,ROLLEVILLE,705.0,76,23
11342,11800,SAINT-FRICHOUX,638.0,11,91
24306,24230,NASTRINGUES,617.0,24,72
62425,62175,HENDECOURT-LES-RANSART,225.0,62,31
29225,29710,POULDREUZIC,1678.0,29,53
28188,28700,LE GUE-DE-LONGROI,693.0,28,24
32176,32700,LAGARDE,887.0,32,73
02058,02160,BEAURIEUX,964.0,02,22
08132,08270,CORNY-MACHEROMENIL,1054.0,08,21
66193,66360,SERDINYA,1752.0,66,91
64321,64450,LASCLAVERIES,609.0,64,72
16053,16360,BORS (CANTON DE BAIGNES-SAINTE-RADEGONDE),1234.0,16,54
44021,44580,BOURGNEUF-EN-RETZ,5370.0,44,52
25147,25320,CHEMAUDIN,737.0,25,43
68014,68150,AUBURE,491.0,68,42
54364,54850,MEREVILLE,859.0,54,41
80086,80370,BERNAVILLE,1737.0,80,22
27142,27600,CHAMPENARD,231.0,27,23
25028,25580,ATHOSE,772.0,25,43
19127,19150,MARC-LA-TOUR,660.0,19,74
68085,68210,ETEIMBES,496.0,68,42
41042,41110,CHATEAUVIEUX,3355.0,41,24
31369,31510,MONT-DE-GALIE,238.0,31,73
03180,03340,MONTBEUGNY,3264.0,03,83
21343,21330,LARREY,1867.0,21,26
23088,23320,GARTEMPE,953.0,23,74
84057,84220,JOUCAS,833.0,84,93
15114,15190,MARCENAT,5111.0,15,83
21361,21120,LUX,2310.0,21,26
47083,47210,DOUDRAC,865.0,47,72
54043,54550,BAINVILLE-SUR-MADON,591.0,54,41
41280,41200,VILLEFRANCHE-SUR-CHER,2724.0,41,24
01183,01090,GUEREINS,441.0,01,82
63378,63270,SAINT-MAURICE,534.0,63,83
89112,89700,COLLAN,1314.0,89,26
81234,81140,ROUSSAYROLLES,537.0,81,73
18131,18350,LUGNY-BOURBONNAIS,532.0,18,24
32252,32170,MIELAN,2221.0,32,73
23095,23240,LE GRAND-BOURG,7865.0,23,74
01423,01600,TOUSSIEUX,474.0,01,82
17017,17380,ARCHINGEAY,1649.0,17,54
58272,58800,SARDY-LES-EPIRY,1552.0,58,26
01413,01420,SURJOUX,441.0,01,82
64457,64410,POURSIUGUES-BOUCOUE,920.0,64,72
39333,39260,MOIRANS-EN-MONTAGNE,2783.0,39,43
14651,14670,SAINT-PIERRE-DU-JONQUET,830.0,14,25
67325,67280,NIEDERHASLACH,691.0,67,42
30185,30121,MUS,265.0,30,91
34165,34560,MONTBAZIN,2139.0,34,91
38167,38690,FLACHERES,491.0,38,82
52027,52190,AUJEURRES,1296.0,52,21
02269,02450,DORENGT,1053.0,02,22
29284,29730,TREFFIAGAT,820.0,29,53
77142,77580,CRECY-LA-CHAPELLE,1542.0,77,11
68344,68121,URBES,1252.0,68,42
2A066,20164,CARGIACA,795.0,2A,94
59098,59166,BOUSBECQUE,646.0,59,31
